iter	Logloss
147	0.03215735953
148	0.03187348868
149	0.03162698228
150	0.03140131832
151	0.03120118031
152	0.03100082493
153	0.03075531322
154	0.0303496218
155	0.03007123388
156	0.03003432265
157	0.02969770231
158	0.02950601167
159	0.02921265031
160	0.02902384555
161	0.02858862373
162	0.02848581626
163	0.02831715024
164	0.02803403461
165	0.02753490742
166	0.02716495792
167	0.02698277319
168	0.02668337405
169	0.02639217436
170	0.02625934457
171	0.02598813198
172	0.02589541146
173	0.02567642485
174	0.02536556132
175	0.025172529
176	0.02500334126
177	0.02477785159
178	0.02446913046
179	0.02437088132
180	0.02425290887
181	0.02410676799
182	0.02394364025
183	0.02359610483
184	0.0234808197
185	0.02331004632
186	0.0230950717
187	0.02290474403
188	0.02275814197
189	0.02252931098
190	0.02231646922
191	0.02198737857
192	0.02185669609
193	0.02177493735
194	0.02165745456
195	0.02144377128
196	0.02133170715
197	0.02113661604
198	0.02096574303
199	0.020850676
200	0.02073817088
201	0.02057815608
202	0.0204453985
203	0.02023970893
204	0.02010508883
205	0.01999330061
206	0.01981611161
207	0.01959366316
208	0.01941736224
209	0.01935109974
210	0.01917387114
211	0.01909242571
212	0.01898752499
213	0.01887751583
214	0.01882433515
215	0.01857994549
216	0.01830123714
217	0.018160217
218	0.01784178403
219	0.01783144999
220	0.01770757399
221	0.01758927829
222	0.01750274233
223	0.01733244474
224	0.01721195162
225	0.01710308134
226	0.01703702423
227	0.01692701534
228	0.0168387123
229	0.01665145122
230	0.01655572061
231	0.01645548278
232	0.01634257534
233	0.01630178513
234	0.01619282565
235	0.01612522608
236	0.01595285575
237	0.01588209352
238	0.01571468361
239	0.01558549106
240	0.01539717888
241	0.01528975174
242	0.01523529807
243	0.01509047016
244	0.0150658845
245	0.01484575222
246	0.01466769573
247	0.01447342323
248	0.01435102676
249	0.01424432385
250	0.01411430784
251	0.01404468335
252	0.01396154429
253	0.0139063904
254	0.01378069862
255	0.01365716435
256	0.01356738972
257	0.01347220927
258	0.01337379444
259	0.01329028374
260	0.01324464343
261	0.01319706836
262	0.01311686672
263	0.01305015968
264	0.01297783454
265	0.01296579956
266	0.01291630517
267	0.01277869147
268	0.01268269726
269	0.01263270135
270	0.01255911947
271	0.01250212595
272	0.01241991256
273	0.01231857018
274	0.01222181252
275	0.01215442301
276	0.0121080088
277	0.01209099379
278	0.01199261665
279	0.01197602288
280	0.01191736105
281	0.01183706618
282	0.01178296571
283	0.01163458187
284	0.01155609037
285	0.01144012287
286	0.01136788344
287	0.01136350606
288	0.01131589267
289	0.01120043261
290	0.01115281439
291	0.01107343146
292	0.01098724065
293	0.01093159905
294	0.01086067877
295	0.01082465234
296	0.01073377856
297	0.01067581641
298	0.01062365943
299	0.01056721971
300	0.01046891616
301	0.01041298932
302	0.01032915717
303	0.01023845751
304	0.01020804698
305	0.01015432076
306	0.01009916784
307	0.01004012459
308	0.01000888004
309	0.009933976767
310	0.009902037374
311	0.009860723927
312	0.009831851505
313	0.009806756867
314	0.00970493456
315	0.009598276861
316	0.00952501583
317	0.009462625247
318	0.009400690117
319	0.009349276658
320	0.00929172011
321	0.00926767829
322	0.009244117024
323	0.009211731362
324	0.009170802673
325	0.009068945207
326	0.009001711646
327	0.008951582673
328	0.008884135314
329	0.008815477509
330	0.008782097235
331	0.008761196124
332	0.008733901604
333	0.00870297819
334	0.008627560739
335	0.008627521513
336	0.00857365875
337	0.008552847557
338	0.008546214242
339	0.008505606638
340	0.008478488328
341	0.008413393757
342	0.008367258892
343	0.00828478236
344	0.008238309696
345	0.00821088881
346	0.008189154419
347	0.008154620228
348	0.008125760899
349	0.008072844491
350	0.00807283557
351	0.008040110122
352	0.007999250419
353	0.007954276009
354	0.007923355308
355	0.007890817377
356	0.007879717889
357	0.007842965917
358	0.007792690129
359	0.00775347595
360	0.007716228564
361	0.00770763849
362	0.007674496519
363	0.007674483378
364	0.007645675069
365	0.007633098796
366	0.007611794149
367	0.007587281355
368	0.007543776767
369	0.00749410703
370	0.007474714715
371	0.007440426064
372	0.00741445579
373	0.007398947251
374	0.007376504882
375	0.007340628944
376	0.007302032275
377	0.007279099749
378	0.007249037105
379	0.007203798796
380	0.007183043676
381	0.007151042465
382	0.007131065693
383	0.007091251657
384	0.007061021787
385	0.007033717609
386	0.007011084585
387	0.007011069764
388	0.006980499351
389	0.006980499198
390	0.006928877406
391	0.006891904719
392	0.006869368672
393	0.006869348295
394	0.006853915561
395	0.006826269286
396	0.006824734282
397	0.00677794953
398	0.006759328512
399	0.006732917396
400	0.006707912478
401	0.006693259205
402	0.006666828094
403	0.006647874398
404	0.006604646266
405	0.006591447384
406	0.006564198084
407	0.006530456291
408	0.006507768212
409	0.006496317834
410	0.006478845695
411	0.006452347787
412	0.006430820716
413	0.006405558173
414	0.006388356536
415	0.006336527741
416	0.006316864114
417	0.006290026444
418	0.006231965318
419	0.006202896138
420	0.006162032271
421	0.00613353549
422	0.006115086903
423	0.006098902289
424	0.006098811611
425	0.006079344901
426	0.006037251691
427	0.005992845689
428	0.005961928504
429	0.005934908978
430	0.005934877731
431	0.005934791661
432	0.005923640117
433	0.005916974545
434	0.005908027513
435	0.005861537412
436	0.005842371626
437	0.005842371626
438	0.005803324849
439	0.005803307827
440	0.005802930984
441	0.005780066607
442	0.005774159473
.004989243103
442	0.004989190767
